Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Overall_Performance_Index,Team_Rating,Latest_Transfer_Fee
Cristian Dell'Orco,Empoli,24,Italy,2018/2019,0.8,1.0,Wing-Back,it Serie A,12,12,1035.0,11.5,-0.1507751760744933,-0.4749999999999997,0.0
Cristian Dell'Orco,Lecce,25,Italy,2019/2020,0.8,0.65,Wing-Back,it Serie A,14,11,1007.0,11.2,-0.2331673313304356,-0.8249999999999974,0.0
Cristian Dell'Orco,Spezia,26,Italy,2020/2021,0.65,0.6,Wing-Back,it Serie A,8,2,262.0,2.9,-0.7468846912080112,-0.4999999999999931,0.0
Cristiano Biraghi,Fiorentina,24,Italy,2017/2018,2.5,5.0,Wing-Back,it Serie A,34,34,2980.0,33.1,-0.1850049949399573,0.2000000000000117,4.5
Cristiano Biraghi,Fiorentina,25,Italy,2018/2019,7.5,10.0,Wing-Back,it Serie A,36,36,3194.0,35.5,-0.4311995843591237,0.0500000000000004,1.8
Cristiano Biraghi,Inter,26,Italy,2019/2020,12.0,9.5,Wing-Back,it Serie A,26,18,1576.0,17.5,-0.4322486118093277,1.1250000000000029,1.8
Cristiano Biraghi,Fiorentina,27,Italy,2020/2021,9.5,9.0,Wing-Back,it Serie A,35,31,2803.0,31.1,-0.7493458136678955,-0.2999999999999929,1.8
Cédric Soares,Southampton,25,Portugal,2017/2018,15.0,15.0,Wing-Back,eng Premier League,32,32,2794.0,31.0,-0.3411493592934064,-0.4749999999999965,6.3
Cédric Soares,Southampton,26,Portugal,2018/2019,15.0,12.0,Wing-Back,eng Premier League,18,16,1495.0,16.6,-0.3169055370090806,-0.5000000000000001,6.3
Cédric Soares,Southampton,27,Portugal,2019/2020,10.0,8.0,Wing-Back,eng Premier League,16,16,1306.0,14.5,0.0100983578649044,-0.2249999999999936,6.3
Cédric Soares,Arsenal,28,Portugal,2020/2021,7.0,6.0,Wing-Back,eng Premier League,10,8,746.0,8.3,-0.0764217233099886,0.399999999999998,0.0
César Azpilicueta,Chelsea,27,Spain,2017/2018,30.0,40.0,Wing-Back,eng Premier League,37,37,3330.0,37.0,0.9953826066971444,0.6000000000000035,7.92
César Azpilicueta,Chelsea,28,Spain,2018/2019,40.0,35.0,Wing-Back,eng Premier League,38,38,3402.0,37.8,0.5098995380415798,0.6000000000000014,7.92
César Azpilicueta,Chelsea,29,Spain,2019/2020,30.0,24.0,Wing-Back,eng Premier League,36,36,3229.0,35.9,0.6128191467057275,0.3750000000000054,7.92
César Azpilicueta,Chelsea,30,Spain,2020/2021,20.0,13.0,Wing-Back,eng Premier League,26,24,2188.0,24.3,0.653915826258659,0.5499999999999972,7.92
Dalbert Henrique,Inter,23,Brazil,2017/2018,5.0,12.0,Wing-Back,it Serie A,13,5,531.0,5.9,0.2597108164012034,0.9000000000000113,21.0
Dalbert Henrique,Inter,24,Brazil,2018/2019,12.0,10.0,Wing-Back,it Serie A,11,9,778.0,8.6,0.0808240026700326,0.6000000000000001,21.0
Dalbert Henrique,Fiorentina,25,Brazil,2019/2020,12.0,9.5,Wing-Back,it Serie A,31,29,2484.0,27.6,-0.3396130315723186,0.075000000000002,21.0
Dalbert Henrique,Rennes,26,Brazil,2020/2021,9.0,4.0,Wing-Back,fr Ligue 1,13,3,373.0,4.1,0.1983641403874041,0.3000000000000021,21.0
Damián Suárez,Getafe,29,Uruguay,2017/2018,2.5,2.5,Wing-Back,es La Liga,33,33,2879.0,32.0,-0.0681037086195013,0.225000000000001,0.0
Damián Suárez,Getafe,30,Uruguay,2018/2019,3.5,3.5,Wing-Back,es La Liga,36,36,3240.0,36.0,-0.1991699003339286,0.3250000000000023,0.0
Damián Suárez,Getafe,31,Uruguay,2019/2020,3.5,3.2,Wing-Back,es La Liga,30,30,2592.0,28.8,0.1520349367099014,0.1500000000000001,0.0
Damián Suárez,Getafe,32,Uruguay,2020/2021,2.5,1.5,Wing-Back,es La Liga,31,28,2434.0,27.0,-0.0560052186842718,-0.3750000000000001,0.0
Dani Carvajal,Real Madrid,25,Spain,2017/2018,32.0,60.0,Wing-Back,es La Liga,25,25,2223.0,24.7,0.399680912774163,1.2500000000000029,5.85
Dani Carvajal,Real Madrid,26,Spain,2018/2019,60.0,50.0,Wing-Back,es La Liga,24,23,2107.0,23.4,0.3022000590028957,0.4250000000000024,5.85
Dani Carvajal,Real Madrid,27,Spain,2019/2020,50.0,40.0,Wing-Back,es La Liga,31,31,2738.0,30.4,0.5426709889988898,1.124999999999999,5.85
Dani Carvajal,Real Madrid,28,Spain,2020/2021,40.0,30.0,Wing-Back,es La Liga,13,11,950.0,10.6,0.6544734391215163,0.9749999999999982,5.85
Daniel Brosinski,Mainz,29,Germany,2017/2018,2.5,3.0,Wing-Back,de Bundesliga,29,28,2500.0,27.8,-0.4448547189024205,-0.3888888888888973,1.35
Daniel Brosinski,Mainz,30,Germany,2018/2019,3.0,2.5,Wing-Back,de Bundesliga,26,26,2203.0,24.5,-0.7492108851301573,-0.3055555555555628,1.35
Daniel Brosinski,Mainz,31,Germany,2019/2020,2.5,2.0,Wing-Back,de Bundesliga,26,16,1709.0,19.0,-0.337323906036081,-0.5833333333333444,1.35
Daniel Brosinski,Mainz,32,Germany,2020/2021,1.3,0.8,Wing-Back,de Bundesliga,21,16,1430.0,15.9,-0.6935433016142499,-0.4722222222222283,1.35
Daniel Wass,Celta,28,Denmark,2017/2018,10.0,15.0,Wing-Back,es La Liga,35,34,2920.0,32.4,-0.4308203231982072,-0.0249999999999984,2.7
Daniel Wass,Valencia,29,Denmark,2018/2019,15.0,14.0,Wing-Back,es La Liga,32,26,2354.0,26.2,-0.2428680759620979,0.4000000000000022,5.4
Daniel Wass,Valencia,30,Denmark,2019/2020,14.0,11.0,Wing-Back,es La Liga,35,30,2733.0,30.4,-0.1273177782875413,-0.1749999999999996,5.4
Daniel Wass,Valencia,31,Denmark,2020/2021,7.5,7.0,Wing-Back,es La Liga,35,35,2979.0,33.1,-0.1761490506699073,-0.0749999999999998,5.4
Danilo,Man City,26,Brazil,2017/2018,16.0,20.0,Wing-Back,eng Premier League,23,13,1349.0,15.0,0.8594079424705308,1.9750000000000043,27.0
Danilo,Man City,27,Brazil,2018/2019,20.0,20.0,Wing-Back,eng Premier League,11,9,807.0,9.0,0.9561314003742843,1.800000000000001,27.0
Danilo,Juventus,28,Brazil,2019/2020,20.0,16.0,Wing-Back,it Serie A,22,16,1440.0,16.0,0.4531281348945098,0.8250000000000025,33.3
Danilo,Juventus,29,Brazil,2020/2021,15.0,20.0,Wing-Back,it Serie A,34,32,2916.0,32.4,0.5803223318593619,0.9750000000000068,33.3
Danilo D'Ambrosio,Inter,28,Italy,2017/2018,10.0,12.0,Wing-Back,it Serie A,34,34,2979.0,33.1,0.3554380613444363,0.9000000000000113,3.41
Danilo D'Ambrosio,Inter,29,Italy,2018/2019,12.0,13.0,Wing-Back,it Serie A,30,29,2579.0,28.7,-0.0976729121456854,0.6000000000000001,3.41
Danilo D'Ambrosio,Inter,30,Italy,2019/2020,13.0,10.5,Wing-Back,it Serie A,22,15,1402.0,15.6,0.450074636276304,1.1250000000000029,3.41
Danilo D'Ambrosio,Inter,31,Italy,2020/2021,10.0,5.0,Wing-Back,it Serie A,19,7,699.0,7.8,0.7035958936398367,1.350000000000007,3.41
Danny da Costa,Ein Frankfurt,24,Germany,2017/2018,1.0,3.5,Wing-Back,de Bundesliga,17,13,1202.0,13.4,0.0873582760005673,-8.469709509272135e-15,0.9
Danny da Costa,Ein Frankfurt,25,Germany,2018/2019,5.0,15.0,Wing-Back,de Bundesliga,34,34,3033.0,33.7,-0.3701179605548805,0.3333333333333266,0.9
Danny da Costa,Ein Frankfurt,26,Germany,2019/2020,15.0,8.0,Wing-Back,de Bundesliga,19,15,1389.0,15.4,-0.1121921731469631,-0.0277777777777885,0.9
Danny da Costa,Mainz,27,Germany,2020/2021,7.0,6.0,Wing-Back,de Bundesliga,16,15,1208.0,13.4,-0.1823996659925621,-0.4722222222222283,0.9
Davide Calabria,Milan,20,Italy,2017/2018,4.0,13.0,Wing-Back,it Serie A,21,18,1564.0,17.4,0.4017163691578677,0.3500000000000109,0.0
Davide Calabria,Milan,21,Italy,2018/2019,17.0,20.0,Wing-Back,it Serie A,26,22,1950.0,21.7,0.1226368064779763,0.4750000000000005,0.0
Davide Calabria,Milan,22,Italy,2019/2020,18.0,9.5,Wing-Back,it Serie A,25,16,1622.0,18.0,0.1227865657938824,0.4250000000000023,0.0
Davide Calabria,Milan,23,Italy,2020/2021,10.0,25.0,Wing-Back,it Serie A,32,30,2647.0,29.4,0.3343358427589553,0.8250000000000074,0.0
Davide Santon,Inter,26,Italy,2017/2018,5.0,3.0,Wing-Back,it Serie A,15,9,836.0,9.3,0.3371594206257436,0.9000000000000113,3.33
Davide Santon,Roma,27,Italy,2018/2019,5.0,5.0,Wing-Back,it Serie A,17,11,1009.0,11.2,-0.011910795749194,0.4500000000000003,8.55
Davide Santon,Roma,28,Italy,2019/2020,5.0,4.0,Wing-Back,it Serie A,15,7,619.0,6.9,0.2936887719239792,0.6500000000000031,8.55
Davide Santon,Roma,29,Italy,2020/2021,4.0,2.0,Wing-Back,it Serie A,10,7,586.0,6.5,-0.3872827949929308,0.3250000000000075,8.55
Davide Zappacosta,Chelsea,25,Italy,2017/2018,8.5,20.0,Wing-Back,eng Premier League,22,12,1098.0,12.2,-0.5416765913397743,0.6000000000000035,22.5
Davide Zappacosta,Chelsea,26,Italy,2018/2019,18.0,15.0,Wing-Back,eng Premier League,4,1,128.0,1.4,0.1158969153152669,0.6000000000000014,22.5
Davide Zappacosta,Roma,27,Italy,2019/2020,15.0,12.0,Wing-Back,it Serie A,9,3,452.0,5.0,-0.8362471685869681,0.6500000000000031,22.5
Davide Zappacosta,Genoa,28,Italy,2020/2021,10.0,8.0,Wing-Back,it Serie A,25,23,2045.0,22.7,-0.2892639597655708,-0.2749999999999934,22.5
DeAndre Yedlin,Newcastle,24,United States,2017/2018,5.0,8.0,Wing-Back,eng Premier League,34,31,2845.0,31.6,-0.4066735693271586,-0.1999999999999971,5.31
DeAndre Yedlin,Newcastle,25,United States,2018/2019,8.0,8.0,Wing-Back,eng Premier League,29,28,2473.0,27.5,-0.6464599390733249,-0.149999999999999,5.31
DeAndre Yedlin,Newcastle,26,United States,2019/2020,8.0,6.5,Wing-Back,eng Premier League,16,10,938.0,10.4,-0.7207313013796351,-0.4999999999999952,5.31
DeAndre Yedlin,Newcastle,27,United States,2020/2021,5.0,5.0,Wing-Back,eng Premier League,6,5,436.0,4.8,-0.686610073903472,-0.4000000000000024,0.0
Dimitri Foulquier,Strasbourg,24,France,2017/2018,2.0,2.0,Wing-Back,fr Ligue 1,16,13,1241.0,13.8,-0.4173563827505057,-0.5749999999999976,0.0
Dimitri Foulquier,Getafe,25,France,2018/2019,2.5,3.5,Wing-Back,es La Liga,25,23,1799.0,20.0,-0.4340676732034841,0.3250000000000023,0.0
Dimitri Foulquier,Granada,26,France,2019/2020,2.5,2.0,Wing-Back,es La Liga,17,12,1119.0,12.4,-0.4110543309043238,0.1749999999999998,0.0
Dimitri Foulquier,Granada,27,France,2020/2021,3.0,3.5,Wing-Back,es La Liga,32,32,2663.0,29.6,-0.4453092670992867,-0.4499999999999998,1.8
Djibril Sidibé,Monaco,25,France,2017/2018,18.0,23.0,Wing-Back,fr Ligue 1,27,25,2153.0,23.9,0.7076728014033608,1.0000000000000029,13.5
Djibril Sidibé,Monaco,26,France,2018/2019,18.0,15.0,Wing-Back,fr Ligue 1,26,22,2076.0,23.1,-0.1329333056885705,-0.4749999999999985,13.5
Djibril Sidibé,Everton,27,France,2019/2020,12.0,9.5,Wing-Back,eng Premier League,25,18,1824.0,20.3,0.2289875030589792,-0.2999999999999947,13.5
Djibril Sidibé,Monaco,28,France,2020/2021,10.0,8.0,Wing-Back,fr Ligue 1,30,21,1980.0,22.0,0.663360192405391,0.8500000000000025,13.5
Elseid Hysaj,Napoli,23,Albania,2017/2018,18.0,25.0,Wing-Back,it Serie A,35,35,3125.0,34.7,0.4209317618085054,1.2000000000000104,4.5
Elseid Hysaj,Napoli,24,Albania,2018/2019,23.0,23.0,Wing-Back,it Serie A,27,24,2107.0,23.4,0.3403270204348791,0.95,4.5
Elseid Hysaj,Napoli,25,Albania,2019/2020,18.0,13.0,Wing-Back,it Serie A,20,17,1481.0,16.5,0.3359286127053268,0.2750000000000023,4.5
Elseid Hysaj,Napoli,26,Albania,2020/2021,14.0,13.0,Wing-Back,it Serie A,24,20,1768.0,19.6,0.1571778126217937,1.125000000000007,4.5
Emerson Palmieri,Chelsea,22,Italy,2017/2018,9.0,20.0,Wing-Back,eng Premier League,5,3,280.0,3.1,-0.7572295211684535,0.6000000000000035,20.0
Emerson Palmieri,Chelsea,23,Italy,2018/2019,18.0,15.0,Wing-Back,eng Premier League,10,7,663.0,7.4,-0.0850593901868029,0.6000000000000014,20.0
Emerson Palmieri,Chelsea,24,Italy,2019/2020,25.0,24.0,Wing-Back,eng Premier League,15,13,1024.0,11.4,0.0019699567875317,0.3750000000000054,20.0
Emerson Palmieri,Chelsea,25,Italy,2020/2021,18.0,14.0,Wing-Back,eng Premier League,2,0,90.0,1.0,-0.1092449274189964,0.5499999999999972,20.0
Emil Krafth,Bologna,22,Sweden,2017/2018,1.8,1.5,Wing-Back,it Serie A,12,10,946.0,10.5,-0.1308411795661518,-0.2999999999999884,0.45
Emil Krafth,Amiens,23,Sweden,2018/2019,2.0,2.5,Wing-Back,fr Ligue 1,35,33,2974.0,33.0,-0.2900281109755801,-0.5249999999999991,0.45
Emil Krafth,Newcastle,24,Sweden,2019/2020,5.0,4.0,Wing-Back,eng Premier League,17,11,1020.0,11.3,-0.4841716589538907,-0.4999999999999952,4.86
Emil Krafth,Newcastle,25,Sweden,2020/2021,4.0,3.5,Wing-Back,eng Premier League,16,14,1288.0,14.3,-0.260136063423834,-0.4000000000000024,4.86
Enock Kwateng,Nantes,20,France,2017/2018,0.6,0.6,Wing-Back,fr Ligue 1,1,1,90.0,1.0,-1.534673247613399,-0.1249999999999966,0.0
Enock Kwateng,Nantes,21,France,2018/2019,1.0,4.0,Wing-Back,fr Ligue 1,30,22,2040.0,22.7,0.2625517382599664,9.143313306604365e-16,0.0
Enock Kwateng,Bordeaux,22,France,2019/2020,4.0,3.2,Wing-Back,fr Ligue 1,14,13,983.0,10.9,0.3626812101833268,0.2540642288263319,0.0
Enock Kwateng,Bordeaux,23,France,2020/2021,3.5,3.2,Wing-Back,fr Ligue 1,18,12,1038.0,11.5,0.4016886272904981,-0.3499999999999975,0.0
Erik Pieters,Stoke,28,Netherlands,2017/2018,7.0,6.0,Wing-Back,eng Premier League,31,30,2718.0,30.2,-0.0010676316890339,-0.8249999999999955,3.24
Erik Pieters,Amiens,29,Netherlands,2018/2019,5.0,5.0,Wing-Back,fr Ligue 1,15,14,1261.0,14.0,0.2511393700073376,-0.5249999999999991,3.24
Erik Pieters,Burnley,30,Netherlands,2019/2020,5.0,4.0,Wing-Back,eng Premier League,24,21,1878.0,20.9,-0.2795177367330208,-0.1749999999999951,0.99
Erik Pieters,Burnley,31,Netherlands,2020/2021,3.0,1.5,Wing-Back,eng Premier League,20,13,1266.0,14.1,-0.0871309377498514,-0.5500000000000022,0.99
Fabio Depaoli,Chievo,20,Italy,2017/2018,0.15,1.8,Wing-Back,it Serie A,19,13,1192.0,13.2,-0.6807973897049172,-0.5749999999999889,0.0
Fabio Depaoli,Chievo,21,Italy,2018/2019,2.0,5.0,Wing-Back,it Serie A,33,27,2468.0,27.4,-0.438312708896122,-1.249999999999999,0.0
Fabio Depaoli,Sampdoria,22,Italy,2019/2020,5.0,4.0,Wing-Back,it Serie A,29,21,1854.0,20.6,-0.6202432030710479,-0.4249999999999964,4.05
Fabio Depaoli,Benevento,23,Italy,2020/2021,4.5,3.5,Wing-Back,it Serie A,15,14,1120.0,12.4,-0.6766085620457852,-0.8749999999999933,4.05
Faitout Maouassa,Rennes,19,France,2017/2018,0.8,4.5,Wing-Back,fr Ligue 1,19,9,961.0,10.7,-0.9141473201779332,0.1500000000000017,6.3
Faitout Maouassa,Nimes,20,France,2018/2019,3.0,8.0,Wing-Back,fr Ligue 1,27,25,2137.0,23.7,-0.2531247113655759,-0.0249999999999983,6.3
Faitout Maouassa,Rennes,21,France,2019/2020,9.0,8.0,Wing-Back,fr Ligue 1,23,23,1803.0,20.0,0.152459399826576,0.4466611102264222,6.3
Faitout Maouassa,Rennes,22,France,2020/2021,12.0,12.0,Wing-Back,fr Ligue 1,23,13,1170.0,13.0,0.061267301187646,0.3000000000000021,6.3
Faouzi Ghoulam,Napoli,26,Algeria,2017/2018,17.0,25.0,Wing-Back,it Serie A,11,11,985.0,10.9,1.0956190015252547,1.2000000000000104,4.5
Faouzi Ghoulam,Napoli,27,Algeria,2018/2019,25.0,23.0,Wing-Back,it Serie A,16,12,1154.0,12.8,0.1671792097407902,0.95,4.5
Faouzi Ghoulam,Napoli,28,Algeria,2019/2020,18.0,9.5,Wing-Back,it Serie A,9,3,376.0,4.2,0.0322733263602514,0.2750000000000023,4.5
Faouzi Ghoulam,Napoli,29,Algeria,2020/2021,7.0,3.0,Wing-Back,it Serie A,11,3,289.0,3.2,0.0041893706612215,1.125000000000007,4.5
Federico Mattiello,Spal,22,Italy,2017/2018,0.4,2.5,Wing-Back,it Serie A,29,24,2204.0,24.5,-0.1917699575072861,-0.4999999999999886,4.5
Federico Mattiello,Bologna,23,Italy,2018/2019,3.0,2.5,Wing-Back,it Serie A,17,16,1333.0,14.8,-0.5511653741811563,-0.1999999999999998,4.5
Federico Mattiello,Cagliari,24,Italy,2019/2020,2.0,1.6,Wing-Back,it Serie A,18,9,930.0,10.3,-0.2213965610541514,-0.0999999999999973,4.5
Federico Mattiello,Spezia,25,Italy,2020/2021,2.0,0.75,Wing-Back,it Serie A,1,0,36.0,0.4,-0.6040635794788273,-0.4999999999999931,4.5
Ferland Mendy,Lyon,22,France,2017/2018,1.25,12.0,Wing-Back,fr Ligue 1,27,24,2121.0,23.6,0.1799736005435637,1.100000000000003,4.5
Ferland Mendy,Lyon,23,France,2018/2019,12.0,30.0,Wing-Back,fr Ligue 1,30,27,2531.0,28.1,0.4940957732255694,0.5750000000000007,4.5
Ferland Mendy,Real Madrid,24,France,2019/2020,40.0,32.0,Wing-Back,es La Liga,25,19,1809.0,20.1,0.312119309095688,1.124999999999999,43.2
Ferland Mendy,Real Madrid,25,France,2020/2021,40.0,50.0,Wing-Back,es La Liga,26,24,2208.0,24.5,0.0490445181068554,0.9749999999999982,43.2
Fernando Marçal,Lyon,28,Brazil,2017/2018,3.5,7.0,Wing-Back,fr Ligue 1,18,14,1295.0,14.4,0.4172036742119642,1.100000000000003,4.05
Fernando Marçal,Lyon,29,Brazil,2018/2019,7.0,5.0,Wing-Back,fr Ligue 1,12,12,878.0,9.8,0.8919297767237108,0.5750000000000007,4.05
Fernando Marçal,Lyon,30,Brazil,2019/2020,3.0,2.4,Wing-Back,fr Ligue 1,11,11,829.0,9.2,0.9507044374433576,0.5085615447161532,4.05
Fernando Marçal,Wolves,31,Brazil,2020/2021,2.4,1.8,Wing-Back,eng Premier League,13,7,623.0,6.9,-0.1486912944610803,-0.4000000000000026,1.8
Fodé Ballo-Touré,Lille,20,Senegal,2017/2018,0.6,2.0,Wing-Back,fr Ligue 1,27,25,2055.0,22.8,-0.3245291044620287,-0.6499999999999977,0.0
Fodé Ballo-Touré,Monaco,21,Senegal,2018/2019,3.5,12.0,Wing-Back,fr Ligue 1,18,18,1594.0,17.7,0.0354900210577161,-0.4749999999999985,9.9
Fodé Ballo-Touré,Monaco,22,Senegal,2019/2020,10.0,6.5,Wing-Back,fr Ligue 1,21,18,1679.0,18.7,-0.1999809839148019,0.013668006147627,9.9
Fodé Ballo-Touré,Monaco,23,Senegal,2020/2021,7.5,6.5,Wing-Back,fr Ligue 1,24,6,662.0,7.4,0.1174043193482131,0.8500000000000025,9.9
Fouad Chafik,Dijon,30,Morocco,2017/2018,1.5,1.5,Wing-Back,fr Ligue 1,23,19,1612.0,17.9,-0.1335330382251362,-0.449999999999997,0.0
Fouad Chafik,Dijon,31,Morocco,2018/2019,1.5,0.8,Wing-Back,fr Ligue 1,21,21,1847.0,20.5,0.0534490929186592,-0.7249999999999981,0.0
Fouad Chafik,Dijon,32,Morocco,2019/2020,0.8,0.65,Wing-Back,fr Ligue 1,20,18,1528.0,17.0,-0.1119703710804885,-0.3276597807046766,0.0
Fouad Chafik,Dijon,33,Morocco,2020/2021,0.65,0.5,Wing-Back,fr Ligue 1,23,18,1622.0,18.0,-0.1033214649725181,-1.199999999999997,0.0
Frederic Guilbert,Caen,22,France,2017/2018,2.5,6.0,Wing-Back,fr Ligue 1,36,36,3240.0,36.0,-0.1589584817102768,-0.6249999999999967,1.35
Frederic Guilbert,Caen,23,France,2018/2019,7.0,6.0,Wing-Back,fr Ligue 1,34,33,2916.0,32.4,-0.1537935695012231,-0.6249999999999987,4.5
Frederic Guilbert,Aston Villa,24,France,2019/2020,9.0,7.0,Wing-Back,eng Premier League,25,22,2041.0,22.7,-0.1053384153511095,-0.6499999999999952,4.5
Frederic Guilbert,Strasbourg,25,France,2020/2021,7.0,6.0,Wing-Back,fr Ligue 1,13,13,1114.0,12.4,0.2565958468507918,-0.2249999999999976,4.5
Gabriel Silva,St Etienne,26,Brazil,2017/2018,2.5,2.5,Wing-Back,fr Ligue 1,25,23,2078.0,23.1,-0.181705044066801,-0.0749999999999972,2.25
Gabriel Silva,St Etienne,27,Brazil,2018/2019,2.5,2.5,Wing-Back,fr Ligue 1,19,16,1429.0,15.9,-0.3043981066529775,0.4500000000000012,2.25
Gabriel Silva,St Etienne,28,Brazil,2019/2020,2.0,1.6,Wing-Back,fr Ligue 1,4,3,231.0,2.6,-1.0545862003328526,-0.543644911623853,2.25
Gabriel Silva,St Etienne,29,Brazil,2020/2021,1.5,1.5,Wing-Back,fr Ligue 1,4,4,355.0,3.9,0.0529198259548801,-0.2999999999999977,2.25
Giuseppe Pezzella,Udinese,19,Italy,2017/2018,1.0,3.0,Wing-Back,it Serie A,15,10,903.0,10.0,-0.5981111067160573,-0.3749999999999889,4.05
Giuseppe Pezzella,Udinese,20,Italy,2018/2019,3.0,3.0,Wing-Back,it Serie A,4,2,184.0,2.0,-0.8650985132337876,-0.3499999999999996,4.05
Giuseppe Pezzella,Parma,21,Italy,2019/2020,3.0,2.4,Wing-Back,it Serie A,22,8,949.0,10.5,-0.4397009917178533,-0.0249999999999982,4.05
Giuseppe Pezzella,Parma,22,Italy,2020/2021,3.5,6.0,Wing-Back,it Serie A,24,21,1828.0,20.3,0.0642681185670227,-1.0999999999999928,5.81
Hamari Traoré,Rennes,25,Mali,2017/2018,2.0,6.0,Wing-Back,fr Ligue 1,30,30,2637.0,29.3,0.01222996226503,0.1500000000000017,2.16
Hamari Traoré,Rennes,26,Mali,2018/2019,6.0,6.0,Wing-Back,fr Ligue 1,34,33,2972.0,33.0,-0.0215145950466265,0.075000000000001,2.16
Hamari Traoré,Rennes,27,Mali,2019/2020,6.0,4.8,Wing-Back,fr Ligue 1,27,27,2411.0,26.8,0.307300504990803,0.4466611102264222,2.16
Hamari Traoré,Rennes,28,Mali,2020/2021,5.5,8.0,Wing-Back,fr Ligue 1,35,34,3000.0,33.3,0.4592406297077639,0.3000000000000021,2.16
Hamza Mendyl,Lille,19,Morocco,2017/2018,0.25,0.6,Wing-Back,fr Ligue 1,12,9,852.0,9.5,-0.4240567915539748,-0.6499999999999977,0.0
Hamza Mendyl,Schalke 04,20,Morocco,2018/2019,6.0,4.0,Wing-Back,de Bundesliga,9,7,544.0,6.0,-0.294164841760237,-0.5000000000000069,5.4
Hamza Mendyl,Dijon,21,Morocco,2019/2020,3.5,2.8,Wing-Back,fr Ligue 1,18,16,1441.0,16.0,-0.1535717290252702,-0.3276597807046766,5.4
Hamza Mendyl,Schalke 04,22,Morocco,2020/2021,1.8,1.0,Wing-Back,de Bundesliga,3,1,95.0,1.1,-0.5032704105058873,-1.6944444444444504,5.4
Hans Hateboer,Atalanta,23,Netherlands,2017/2018,1.0,7.0,Wing-Back,it Serie A,33,26,2398.0,26.6,-0.1906404894879709,0.4500000000000114,0.936
Hans Hateboer,Atalanta,24,Netherlands,2018/2019,10.0,15.0,Wing-Back,it Serie A,35,33,2973.0,33.0,0.0447920176633824,0.775000000000001,0.936
Hans Hateboer,Atalanta,25,Netherlands,2019/2020,15.0,12.0,Wing-Back,it Serie A,32,25,2356.0,26.2,-0.2196568774053015,1.250000000000003,0.936
Hans Hateboer,Atalanta,26,Netherlands,2020/2021,18.0,18.0,Wing-Back,it Serie A,22,20,1762.0,19.6,0.0906438344156243,1.075000000000008,0.936
Hiroki Sakai,Marseille,27,Japan,2017/2018,2.5,6.0,Wing-Back,fr Ligue 1,33,30,2520.0,28.0,0.1361833234490885,0.825000000000003,0.0
Hiroki Sakai,Marseille,28,Japan,2018/2019,8.0,8.0,Wing-Back,fr Ligue 1,27,26,2374.0,26.4,0.4344984347796861,0.2000000000000005,0.0
Hiroki Sakai,Marseille,29,Japan,2019/2020,8.0,5.5,Wing-Back,fr Ligue 1,21,19,1620.0,18.0,0.2583699004279171,0.3414042051690664,0.0
Hiroki Sakai,Marseille,30,Japan,2020/2021,5.5,4.0,Wing-Back,fr Ligue 1,29,26,2385.0,26.5,0.2978851065154003,0.1750000000000026,0.0
Hugo Mallo,Celta,26,Spain,2017/2018,8.0,12.0,Wing-Back,es La Liga,34,34,2998.0,33.3,0.0938693513727776,-0.0249999999999984,0.0
Hugo Mallo,Celta,27,Spain,2018/2019,15.0,15.0,Wing-Back,es La Liga,35,35,3092.0,34.4,0.0779578575896592,-0.2249999999999982,0.0
Hugo Mallo,Celta,28,Spain,2019/2020,9.0,7.0,Wing-Back,es La Liga,27,22,1965.0,21.8,-0.1073385467091351,-0.3000000000000005,0.0
Hugo Mallo,Celta,29,Spain,2020/2021,7.0,5.0,Wing-Back,es La Liga,31,30,2602.0,28.9,0.212502033651528,-0.0500000000000005,0.0
Héctor Bellerín,Arsenal,22,Spain,2017/2018,30.0,40.0,Wing-Back,eng Premier League,35,34,3051.0,33.9,0.1537853759703391,0.5750000000000041,0.0
Héctor Bellerín,Arsenal,23,Spain,2018/2019,40.0,40.0,Wing-Back,eng Premier League,19,18,1533.0,17.0,0.1713043990590629,0.5500000000000017,0.0
Héctor Bellerín,Arsenal,24,Spain,2019/2020,40.0,32.0,Wing-Back,eng Premier League,15,13,1158.0,12.9,-0.2192721326443056,0.2000000000000052,0.0
Héctor Bellerín,Arsenal,25,Spain,2020/2021,32.0,25.0,Wing-Back,eng Premier League,25,24,2089.0,23.2,-0.2101807935573155,0.399999999999998,0.0
Ibrahima Mbaye,Bologna,22,Senegal,2017/2018,3.0,3.3,Wing-Back,it Serie A,25,18,1760.0,19.6,0.3546319902162678,-0.2999999999999884,3.15
Ibrahima Mbaye,Bologna,23,Senegal,2018/2019,3.0,3.0,Wing-Back,it Serie A,23,22,2010.0,22.3,-0.0988962879337826,-0.1999999999999998,3.15
Ibrahima Mbaye,Bologna,24,Senegal,2019/2020,3.0,2.4,Wing-Back,it Serie A,20,16,1507.0,16.7,-0.2596890390562479,-0.3249999999999976,3.15
Ibrahima Mbaye,Bologna,25,Senegal,2020/2021,2.0,1.4,Wing-Back,it Serie A,8,5,428.0,4.8,-0.2427225968463002,-0.3499999999999922,3.15
Issiaga Sylla,Toulouse,23,Guinea,2017/2018,3.0,3.0,Wing-Back,fr Ligue 1,25,17,1602.0,17.8,-0.0837907684576772,-0.3999999999999971,0.0
